Step,bond_distance,Br2_-2_1_RKS_wB97M-V_def2-TZVPD,Br2_-2_1_UKS_wB97M-V_def2-TZVPD,Br2_0_1_RKS_wB97M-V_def2-TZVPD,Br2_0_1_UKS_wB97M-V_def2-TZVPD,Cl2_-2_1_RKS_wB97M-V_def2-TZVPD,Cl2_-2_1_UKS_wB97M-V_def2-TZVPD,Cl2_0_1_RKS_wB97M-V_def2-TZVPD,Cl2_0_1_UKS_wB97M-V_def2-TZVPD,F2_-2_1_RKS_wB97M-V_def2-TZVPD,F2_-2_1_UKS_wB97M-V_def2-TZVPD,F2_0_1_RKS_wB97M-V_def2-TZVPD,F2_0_1_UKS_wB97M-V_def2-TZVPD,H2_0_1_RKS_wB97M-V_def2-TZVPD,H2_0_1_UKS_wB97M-V_def2-TZVPD,H_Br_-2_1_RKS_wB97M-V_def2-TZVPD,H_Br_-2_1_UKS_wB97M-V_def2-TZVPD,H_Br_0_1_RKS_wB97M-V_def2-TZVPD,H_Br_0_1_UKS_wB97M-V_def2-TZVPD,H_Br_2_1_RKS_wB97M-V_def2-TZVPD,H_Br_2_1_UKS_wB97M-V_def2-TZVPD,H_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,H_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,H_Cl_0_1_RKS_wB97M-V_def2-TZVPD,H_Cl_0_1_UKS_wB97M-V_def2-TZVPD,H_Cl_2_1_RKS_wB97M-V_def2-TZVPD,H_Cl_2_1_UKS_wB97M-V_def2-TZVPD,H_F_-2_1_RKS_wB97M-V_def2-TZVPD,H_F_-2_1_UKS_wB97M-V_def2-TZVPD,H_F_0_1_RKS_wB97M-V_def2-TZVPD,H_F_0_1_UKS_wB97M-V_def2-TZVPD,H_F_2_1_RKS_wB97M-V_def2-TZVPD,H_F_2_1_UKS_wB97M-V_def2-TZVPD,H_I_-2_1_RKS_wB97M-V_def2-TZVPD,H_I_-2_1_UKS_wB97M-V_def2-TZVPD,H_I_0_1_RKS_wB97M-V_def2-TZVPD,H_I_0_1_UKS_wB97M-V_def2-TZVPD,H_I_2_1_RKS_wB97M-V_def2-TZVPD,H_I_2_1_UKS_wB97M-V_def2-TZVPD,I2_-2_1_RKS_wB97M-V_def2-TZVPD,I2_-2_1_UKS_wB97M-V_def2-TZVPD,I2_0_1_RKS_wB97M-V_def2-TZVPD,I2_0_1_UKS_wB97M-V_def2-TZVPD,K2_0_1_RKS_wB97M-V_def2-TZVPD,K2_0_1_UKS_wB97M-V_def2-TZVPD,K2_2_1_RKS_wB97M-V_def2-TZVPD,K2_2_1_UKS_wB97M-V_def2-TZVPD,K_Br_-2_1_RKS_wB97M-V_def2-TZVPD,K_Br_-2_1_UKS_wB97M-V_def2-TZVPD,K_Br_0_1_RKS_wB97M-V_def2-TZVPD,K_Br_0_1_UKS_wB97M-V_def2-TZVPD,K_Br_2_1_RKS_wB97M-V_def2-TZVPD,K_Br_2_1_UKS_wB97M-V_def2-TZVPD,K_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,K_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,K_Cl_0_1_RKS_wB97M-V_def2-TZVPD,K_Cl_0_1_UKS_wB97M-V_def2-TZVPD,K_Cl_2_1_RKS_wB97M-V_def2-TZVPD,K_Cl_2_1_UKS_wB97M-V_def2-TZVPD,K_F_-2_1_RKS_wB97M-V_def2-TZVPD,K_F_-2_1_UKS_wB97M-V_def2-TZVPD,K_F_0_1_RKS_wB97M-V_def2-TZVPD,K_F_0_1_UKS_wB97M-V_def2-TZVPD,K_F_2_1_RKS_wB97M-V_def2-TZVPD,K_F_2_1_UKS_wB97M-V_def2-TZVPD,K_I_-2_1_RKS_wB97M-V_def2-TZVPD,K_I_-2_1_UKS_wB97M-V_def2-TZVPD,K_I_0_1_RKS_wB97M-V_def2-TZVPD,K_I_0_1_UKS_wB97M-V_def2-TZVPD,K_I_2_1_RKS_wB97M-V_def2-TZVPD,K_I_2_1_UKS_wB97M-V_def2-TZVPD,Li2_0_1_RKS_wB97M-V_def2-TZVPD,Li2_0_1_UKS_wB97M-V_def2-TZVPD,Li2_2_1_RKS_wB97M-V_def2-TZVPD,Li2_2_1_UKS_wB97M-V_def2-TZVPD,Li_Br_-2_1_RKS_wB97M-V_def2-TZVPD,Li_Br_-2_1_UKS_wB97M-V_def2-TZVPD,Li_Br_0_1_RKS_wB97M-V_def2-TZVPD,Li_Br_0_1_UKS_wB97M-V_def2-TZVPD,Li_Br_2_1_RKS_wB97M-V_def2-TZVPD,Li_Br_2_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_0_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_0_1_UKS_wB97M-V_def2-TZVPD,Li_Cl_2_1_RKS_wB97M-V_def2-TZVPD,Li_Cl_2_1_UKS_wB97M-V_def2-TZVPD,Li_F_-2_1_RKS_wB97M-V_def2-TZVPD,Li_F_-2_1_UKS_wB97M-V_def2-TZVPD,Li_F_0_1_RKS_wB97M-V_def2-TZVPD,Li_F_0_1_UKS_wB97M-V_def2-TZVPD,Li_F_2_1_RKS_wB97M-V_def2-TZVPD,Li_F_2_1_UKS_wB97M-V_def2-TZVPD,Li_I_-2_1_RKS_wB97M-V_def2-TZVPD,Li_I_-2_1_UKS_wB97M-V_def2-TZVPD,Li_I_0_1_RKS_wB97M-V_def2-TZVPD,Li_I_0_1_UKS_wB97M-V_def2-TZVPD,Li_I_2_1_RKS_wB97M-V_def2-TZVPD,Li_I_2_1_UKS_wB97M-V_def2-TZVPD,Na2_0_1_RKS_wB97M-V_def2-TZVPD,Na2_0_1_UKS_wB97M-V_def2-TZVPD,Na2_2_1_RKS_wB97M-V_def2-TZVPD,Na2_2_1_UKS_wB97M-V_def2-TZVPD,Na_Br_-2_1_RKS_wB97M-V_def2-TZVPD,Na_Br_-2_1_UKS_wB97M-V_def2-TZVPD,Na_Br_0_1_RKS_wB97M-V_def2-TZVPD,Na_Br_0_1_UKS_wB97M-V_def2-TZVPD,Na_Br_2_1_RKS_wB97M-V_def2-TZVPD,Na_Br_2_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_-2_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_-2_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_0_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_0_1_UKS_wB97M-V_def2-TZVPD,Na_Cl_2_1_RKS_wB97M-V_def2-TZVPD,Na_Cl_2_1_UKS_wB97M-V_def2-TZVPD,Na_F_-2_1_RKS_wB97M-V_def2-TZVPD,Na_F_-2_1_UKS_wB97M-V_def2-TZVPD,Na_F_0_1_RKS_wB97M-V_def2-TZVPD,Na_F_0_1_UKS_wB97M-V_def2-TZVPD,Na_F_2_1_RKS_wB97M-V_def2-TZVPD,Na_F_2_1_UKS_wB97M-V_def2-TZVPD,Na_I_-2_1_RKS_wB97M-V_def2-TZVPD,Na_I_-2_1_UKS_wB97M-V_def2-TZVPD,Na_I_0_1_RKS_wB97M-V_def2-TZVPD,Na_I_0_1_UKS_wB97M-V_def2-TZVPD,Na_I_2_1_RKS_wB97M-V_def2-TZVPD,Na_I_2_1_UKS_wB97M-V_def2-TZVPD
44,3.64189189,-5148.06159983,-5148.06159962,-5147.89013123,-5147.94022965,-920.38979999,-920.38979999,-920.18128111,-920.25348681,-199.60211572,-199.60211572,-199.31604894,-199.49313632,-0.87156897,-0.98820715,-2574.46923233,-2574.46923232,-2574.38123137,-2574.46223228,-2573.3342749,-2573.3732822,-460.62942043,-460.62942044,-460.53374951,-460.62004748,-459.44128635,-459.48939294,-100.23087221,-100.23087221,-100.12441038,-100.24086864,-98.83649731,-98.92031206,-298.16492314,-298.16492314,-298.08933175,-298.15869794,-297.09755742,-297.13965611,-595.43807171,-595.43807171,-595.32124643,-595.34091613,-1199.78048184,-1199.78048187,-1199.306388421249,-1199.306388405128,-3173.91441004,-3173.91440987,-3173.973460039595,-3173.97345995,-3173.04398776,-3173.04398774,-1060.08016107,-1060.08016106,-1060.137618398124,-1060.137618398073,-1059.1552461,-1059.1552461,-699.69105925,-699.69105925,-699.74492815,-699.74492815,-698.56227536,-698.56227536,-897.60053515,-897.60053515,-897.66165647,-897.66165632,-896.79615988,-896.7961599,-14.96422914,-14.96422914,-14.4064944,-14.4064944,-2581.47784416,-2581.47784416,-2581.53039498,-2581.53039487,-2580.60953724,-2580.60953731,-467.64247184,-467.64247184,-467.69262212,-467.69262212,-466.71706953,-466.76517435,-107.25114305,-107.25114305,-107.29761421,-107.29761421,-106.1124203,-106.1962288,-305.16597025,-305.165970252376,-305.22231094,-305.2223106,-304.36775265,-304.409492,-324.427368413755,,-323.99265913,-323.992659128184,-2736.29568663,-2736.29568662,-2736.32171585,-2736.32171579,-2735.40259017,-2735.45014314,-622.45976812,-622.45976815,-622.48451232,-622.48451232,-621.51016822,-621.55827226,-262.06552053,-262.06552053,-262.09011429,-262.09011429,-260.90550725,-260.90550725,-459.98328286,-459.98328286,-460.01265458,-460.01265442,-459.16066116,-459.20238269
45,3.54054054,-5148.05835814,-5148.05835785,-5147.89766911,-5147.94130803,-920.38675049,-920.38675049,-920.18754815,-920.25390881,-199.59884495,-199.59884495,-199.31930863,-199.4932758,-0.87509507,-0.98816864,-2574.46675714,-2574.46675714,-2574.38611798,-2574.46207047,-2573.33134168,-2573.36945501,-460.62678629,-460.62678629,-460.53824456,-460.61992813,-459.43785605,-459.48597262,-100.22767858,-100.22767858,-100.12786084,-100.24089475,-98.83251065,-98.91633207,-298.16265745,-298.16265745,-298.09480694,-298.15849886,-297.09649352,-297.13865889,-595.43375757,-595.43375757,-595.32984902,-595.34381663,-1199.77955637,-1199.77955619,-1199.302541414114,-1199.30254137862,-3173.91490125,-3173.91490107,-3173.977344110687,-3173.97734406,-3173.03956928,-3173.03956925,-1060.08088767,-1060.08088767,-1060.141787567307,-1060.141787567035,-1059.15091661,-1059.15091661,-699.69216681,-699.69216681,-699.74931027,-699.74931027,-698.55844293,-698.55844293,-897.60051774,-897.60051774,-897.6649064,-897.66490651,-896.79168458,-896.79168457,-14.9665658,-14.9665658,-14.40234568,-14.40234568,-2581.47768429,-2581.47768429,-2581.53528257,-2581.53528246,-2580.60630217,-2580.60630225,-467.64236533,-467.64236533,-467.69747438,-467.69747438,-466.71358291,-466.76169579,-107.25106013,-107.25106013,-107.30209209,-107.30209209,-106.1084043,-106.19221903,-305.16551222,-305.16551222116,-305.22713188,-305.22713204,-304.3649289,-304.40667753,-324.423933794227,,-323.98856133,-323.98856133326,-2736.29723105,-2736.29723099,-2736.32628433,-2736.32628425,-2735.39931585,-2735.44687365,-622.46132934,-622.46132938,-622.48913646,-622.48913646,-621.506677,-621.55478953,-262.06677275,-262.06677275,-262.09456397,-262.09456397,-260.90154128,-260.90154128,-459.98457651,-459.98457651,-460.01700808,-460.01700808,-459.15770788,-459.19943367
46,3.43918919,-5148.05470723,-5148.05470726,-5147.90585059,-5147.94269914,-920.38346214,-920.38346214,-920.19445978,-920.25449149,-199.59530905,-199.59530905,-199.32280758,-199.49335077,-0.87887764,-0.98812639,-2574.46413961,-2574.46413982,-2574.39142404,-2574.4618729,-2573.32842208,-2573.36548623,-460.62402091,-460.62402091,-460.54313171,-460.61976938,-459.43430563,-459.48243443,-100.22435273,-100.22435273,-100.13160711,-100.24091983,-98.82830834,-98.91213665,-298.16022453,-298.16022453,-298.10072808,-298.15826318,-297.09574204,-297.13797543,-595.42865313,-595.42865313,-595.33887938,-595.34755644,-1199.77818209,-1199.77818219,-1199.298469513064,-1199.298469460656,-3173.91534466,-3173.91534479,-3173.981186749443,-3173.98118691,-3173.0349394,-3173.03493938,-1060.08164786,-1060.08164786,-1060.146008359751,-1060.146008374511,-1059.14633871,-1059.14633868,-699.69347347,-699.69347347,-699.75392329,-699.75392329,-698.55443039,-698.55443039,-897.6003217,-897.60032169,-897.66793833,-897.66793846,-896.78697742,-896.78697681,-14.96886766,-14.96886766,-14.39795313,-14.39795313,-2581.477633,-2581.477633,-2581.54035537,-2581.54035525,-2580.60291506,-2580.60291515,-467.64239487,-467.64239487,-467.70255496,-467.70255496,-466.70992849,-466.75804995,-107.25118181,-107.25118181,-107.3068663,-107.3068663,-106.10422063,-106.18804064,-305.16513291,-305.165132909467,-305.23210999,-305.2321101,-304.36202999,-304.40378769,-324.420276154486,,-323.98422971,-323.984229713429,-2736.29894959,-2736.29894948,-2736.33095839,-2736.33095831,-2735.39586563,-2735.44342772,-622.46307793,-622.46307797,-622.4939205,-622.49392044,-621.50300278,-621.55112281,-262.06828583,-262.06828584,-262.09928028,-262.09928028,-260.89740096,-260.89740096,-459.98605409,-459.98605409,-460.02141022,-460.02141022,-459.15461976,-459.19634884
47,3.33783784,-5148.05047838,-5148.05047844,-5147.91466906,-5147.94448458,-920.37987319,-920.37987319,-920.20207388,-920.25527749,-199.59144335,-199.59144335,-199.32654852,-199.49331101,-0.8829352,-0.98808191,-2574.46136222,-2574.46136223,-2574.39718922,-2574.46163589,-2573.32556565,-2573.36139092,-460.62111647,-460.62111671,-460.54845145,-460.61957229,-459.43064318,-459.47878718,-100.22088538,-100.22088538,-100.13568703,-100.24095912,-98.82388013,-98.90771642,-298.15759021,-298.15759021,-298.10713233,-298.15798183,-297.09534886,-297.13765081,-595.42257065,-595.42257065,-595.34825501,-595.35243151,-1199.77631356,-1199.77631361,-1199.294141208864,-1199.294141218477,-3173.91569275,-3173.91569292,-3173.984927200231,-3173.98492733,-3173.03007428,-3173.03007427,-1060.0824193,-1060.08241924,-1060.150255614704,-1060.150255641071,-1059.14155143,-1059.14155139,-699.6949585,-699.6949585,-699.75874075,-699.75874075,-698.55016524,-698.55016524,-897.59975647,-897.59975647,-897.67054743,-897.6705476,-896.78195709,-896.84556764,-14.97110749,-14.97110749,-14.39329538,-14.39329538,-2581.47774638,-2581.47774638,-2581.54564992,-2581.54564979,-2580.5994105,-2580.5994106,-467.64257867,-467.64257867,-467.70786898,-467.70786898,-466.70609566,-466.75422429,-107.25152512,-107.25152495,-107.31194962,-107.31194962,-106.09984485,-106.18367043,-305.16486068,-305.164860681333,-305.23724279,-305.23724293,-304.35906441,-304.40083126,-324.416379702679,,-323.97964235,-323.979642354134,-2736.3008944,-2736.30089409,-2736.33575847,-2736.33575828,-2735.3922691,-2735.43983636,-622.4650319,-622.46503096,-622.49887281,-622.49887274,-621.49914637,-621.54727204,-262.07005153,-262.07005137,-262.10423879,-262.10423879,-260.89301784,-260.89301784,-459.98976987,-459.99005675,-460.02577488,-460.02577488,-459.15131239,-459.193042
48,3.23648649,-5148.04560206,-5148.0456021,-5147.92420528,-5147.94687518,-920.37586492,-920.37586492,-920.21043989,-920.25632972,-199.58729311,-199.58729311,-199.33058709,-199.4931335,-0.8872756,-0.98802299,-2574.45839893,-2574.45839894,-2574.40345694,-2574.4613488,-2573.3228369,-2573.35719729,-460.61805457,-460.61805484,-460.55424277,-460.61933102,-459.42688457,-459.47504773,-100.21727178,-100.21727178,-100.14013835,-100.24102755,-98.81920263,-98.9030482,-298.15472281,-298.15472281,-298.11405693,-298.15764741,-297.09536419,-297.13773527,-595.41528728,-595.41528728,-595.35783538,-595.35886157,-1199.77391109,-1199.77391103,-1199.289526752661,-1199.289526754259,-3173.91578096,-3173.91578117,-3173.988387717817,-3173.98838787,-3173.02490166,-3173.02490166,-1060.08311616,-1060.0831161,-1060.154427762379,-1060.154427665681,-1059.13649541,-1059.13649533,-699.69665913,-699.69665913,-699.76378411,-699.76378411,-698.5456647,-698.5456647,-897.59869659,-897.59869658,-897.67259821,-897.67259842,-896.77669518,-896.840342,-14.973256,-14.973256,-14.38834739,-14.38834739,-2581.47804963,-2581.47804963,-2581.55116189,-2581.551162,-2580.59578695,-2580.59578697,-467.64295962,-467.64295962,-467.7134429,-467.7134429,-466.70210295,-466.75023872,-107.25203286,-107.25203274,-107.31727453,-107.31727453,-106.0951358,-106.17896978,-305.1646555,-305.164655499506,-305.24245718,-305.24245736,-304.35596551,-304.39774102,-324.412225114547,,-323.97477363,-323.974773636954,-2736.30299871,-2736.30299822,-2736.34059458,-2736.34059441,-2735.38845251,-2735.43602555,-622.46719132,-622.46718993,-622.50397054,-622.50397047,-621.49508846,-621.54321954,-262.07207156,-262.07207158,-262.10943348,-262.10943348,-260.88834551,-260.88834551,-459.99297634,-459.99297726,-460.02999778,-460.02999778,-459.14768334,-459.18940947
49,3.13513514,-5148.03993142,-5148.03993137,-5147.93445734,-5147.95011055,-920.37131709,-920.37131709,-920.21962001,-920.25777442,-199.58297737,-199.58297737,-199.33506608,-199.49294076,-0.89191723,-0.98799549,-2574.45520981,-2574.45520983,-2574.41027327,-2574.4609951,-2573.3203134,-2573.3529512,-460.61481107,-460.61481103,-460.56055821,-460.61903362,-459.42305732,-459.4712448,-100.21350429,-100.21350429,-100.14500187,-100.24138505,-98.81424237,-98.89809863,-298.15159478,-298.15159485,-298.12154235,-298.15724951,-297.09584072,-297.13828072,-595.40651302,-595.40651301,-595.36740752,-595.36740772,-1199.77092774,-1199.77092788,-1199.284546472562,-1199.284546472512,-3173.91552574,-3173.915526,-3173.991479804987,-3173.99147974,-3173.01950176,-3173.01950175,-1060.08365405,-1060.083654,-1060.158429177959,-1060.158429067338,-1059.13116773,-1059.13116773,-699.69855599,-699.69855599,-699.76903874,-699.76903874,-698.54089163,-698.54089163,-897.59688985,-897.59688984,-897.67382775,-897.67382799,-896.77104894,-896.83410168,-14.97526505,-14.97526505,-14.3830804,-14.3830804,-2581.47850461,-2581.47850461,-2581.5568229,-2581.55682289,-2580.59197459,-2580.59197461,-467.643551,-467.643551,-467.71926466,-467.71926466,-466.69792744,-466.74607169,-107.25277221,-107.25277181,-107.32290987,-107.32290987,-106.09012736,-106.17397072,-305.16451355,-305.164513549079,-305.24770209,-305.24770209,-304.35268204,-304.39446377,-324.407795703591,,-323.96960143,-323.969601466127,-2736.30690408,-2736.30690989,-2736.34540298,-2736.34540285,-2735.38434835,-2735.43192715,-622.46950262,-622.46950255,-622.5091502,-622.50915005,-621.49077607,-621.53891035,-262.07440251,-262.07440253,-262.11491561,-262.11491561,-260.88343116,-260.88343116,-459.99613264,-459.99613261,-460.03402505,-460.03402505,-459.14368503,-459.18540243
50,3.03378378,-5148.03312673,-5148.03312668,-5147.94530132,-5147.95445574,-920.36609489,-920.36609489,-920.22966066,-920.25973924,-199.57860025,-199.57860025,-199.34016588,-199.49284195,-0.89690119,-0.98791372,-2574.45176402,-2574.45176405,-2574.41768501,-2574.46056556,-2573.31807451,-2573.34872712,-460.61135636,-460.61135632,-460.56744745,-460.61866121,-459.41920299,-459.46742124,-100.20957327,-100.20957327,-100.15032159,-100.24162747,-98.80896794,-98.89283639,-298.14816426,-298.14816436,-298.12962858,-298.15676815,-297.09683253,-297.13934142,-595.39599893,-595.39599893,-595.3766632,-595.37666319,-1199.76730688,-1199.76730693,-1199.279111040083,-1199.27911104312,-3173.91466904,-3173.9146691,-3173.993939210226,-3173.99393914,-3173.01376227,-3173.01376228,-1060.08389087,-1060.08389121,-1060.162110899295,-1060.162110882337,-1059.12560881,-1059.12560884,-699.70062347,-699.70062347,-699.77447845,-699.77447845,-698.53578667,-698.53578667,-897.59401428,-897.59401428,-897.67388998,-897.67388984,-896.76495957,-896.82649373,-14.97708495,-14.97708494,-14.37746346,-14.37746346,-2581.47912437,-2581.47912436,-2581.5626205,-2581.56262049,-2580.58796749,-2580.58796752,-467.64434432,-467.64434432,-467.72529994,-467.72529994,-466.6935209,-466.74167262,-107.25384557,-107.25384556,-107.3289481,-107.3289481,-106.08490417,-106.16875705,-305.16448088,-305.164480880108,-305.25297872,-305.25297872,-304.34921624,-304.39100106,-324.543636924821,,-323.96409528,-323.964095316473,-2736.31057132,-2736.31057184,-2736.35015997,-2736.35016039,-2735.37993668,-2735.42752159,-622.47195212,-622.47195259,-622.51438854,-622.51438841,-621.48619134,-621.53432793,-262.07703457,-262.07703459,-262.12066724,-262.12066724,-260.87820818,-260.87820818,-459.9990041,-459.9990041,-460.03767445,-460.03767445,-459.13915249,-459.18085357
51,2.93243243,-5148.02491712,-5148.02491719,-5147.95663,-5147.96039338,-920.36001551,-920.36001575,-920.24060286,-920.26248589,-199.57415825,-199.57415825,-199.34601563,-199.49290669,-0.90227508,-0.98796915,-2574.44802735,-2574.44802733,-2574.42574664,-2574.46798263,-2573.31620602,-2573.36423139,-460.60765714,-460.6076571,-460.57496027,-460.61820023,-459.41538046,-459.46363739,-100.20545785,-100.20545785,-100.15614864,-100.24197011,-98.80335672,-98.88723913,-298.14438719,-298.14438725,-298.13835523,-298.16766182,-297.0983972,-297.14097488,-595.3835746,-595.38357459,-595.38515593,-595.38515592,-1199.76299051,-1199.76299057,-1199.273094546788,-1199.273094520981,-3173.91297863,-3173.91297871,-3173.995508579096,-3173.99550851,-3173.00767809,-3173.00767809,-1060.08363602,-1060.0836365,-1060.165267098588,-1060.165267222205,-1059.1197487,-1059.11974884,-699.70287214,-699.70287214,-699.78009662,-699.78009662,-698.53034352,-698.53034352,-897.58965442,-897.58965442,-897.67235469,-897.67235476,-896.75833877,-896.81706647,-14.97865947,-14.97865947,-14.37146138,-14.37146138,-2581.47997476,-2581.47997497,-2581.56858675,-2581.56858693,-2580.58380112,-2580.58380115,-467.64536584,-467.64536583,-467.73155401,-467.73155403,-466.68889647,-466.7370568,-107.25520944,-107.25520942,-107.33532304,-107.33532304,-106.07932146,-106.16318765,-305.16451967,-305.164519668913,-305.25817082,-305.25817082,-304.34544933,-304.38723289,-324.543691839071,,-323.95821784,-323.958217842752,-2736.31407978,-2736.31408022,-2736.35467668,-2736.35467669,-2735.37504196,-2735.4226313,-622.47535945,-622.47615781,-622.51961006,-622.51961042,-621.48125926,-621.52939806,-262.07997647,-262.07997694,-262.12667789,-262.12666813,-260.8726287,-260.87262869,-460.00133968,-460.00133968,-460.04072758,-460.04072758,-459.13386315,-459.17553937
52,2.83108108,-5148.01510036,-5148.01510049,-5147.96834545,-5147.96879565,-920.35281783,-920.35281768,-920.25243584,-920.26639341,-199.56950599,-199.56950599,-199.35267931,-199.4931092,-0.9080616,-0.98802598,-2574.44396532,-2574.44396533,-2574.43451069,-2574.46985738,-2573.31479173,-2573.36290952,-460.60368263,-460.60368231,-460.58315683,-460.61763017,-459.41166781,-459.45997214,-100.20114602,-100.20114602,-100.16254523,-100.24245973,-98.79739227,-98.88131473,-298.14023837,-298.14023831,-298.14775828,-298.17039709,-297.1005923,-297.14323793,-595.36933082,-595.36933082,-595.39225698,-595.39225697,-1199.75784827,-1199.75784854,-1199.266278064454,-1199.266278067096,-3173.91001686,-3173.91001697,-3173.995745673021,-3173.99574563,-3173.00119165,-3173.00119167,-1060.08263518,-1060.08263586,-1060.167616831701,-1060.167616964524,-1059.11362439,-1059.11362446,-699.70520538,-699.70520487,-699.78579504,-699.78579504,-698.52443875,-698.52443875,-897.58319206,-897.58319206,-897.66860182,-897.66860192,-896.75093687,-896.80514855,-14.97990733,-14.97990733,-14.36503178,-14.36503178,-2581.48095192,-2581.48095233,-2581.57457748,-2581.57457768,-2580.57932516,-2580.57932519,-467.64662469,-467.64662476,-467.73800821,-467.73800823,-466.68402981,-466.7322014,-107.25687346,-107.25687338,-107.34203583,-107.34203583,-106.07330835,-106.15719197,-305.16460372,-305.164603721338,-305.26310123,-305.26310123,-304.34120877,-304.38298349,-324.543178229247,,-323.95193868,-323.951938682355,-2736.31724833,-2736.31724833,-2736.35881976,-2736.35881963,-2735.36955027,-2735.41714027,-622.47896389,-622.47896137,-622.52468851,-622.52468853,-621.4758675,-621.52400772,-262.08326404,-262.08326452,-262.13296722,-262.13296264,-260.86671673,-260.86671673,-460.0029099,-460.00290989,-460.04296561,-460.04296561,-459.1276004,-459.1692427
53,2.72972973,-5148.00331205,-5148.00331218,-5147.98011143,-5147.98011149,-920.34419145,-920.34419153,-920.26511025,-920.27196624,-199.56441109,-199.56441109,-199.36018284,-199.49332964,-0.91427568,-0.9881692,-2574.43953123,-2574.43953131,-2574.44403441,-2574.47236268,-2573.31391236,-2573.36212694,-460.59939849,-460.59939839,-460.59210813,-460.61692181,-459.40816356,-459.45652442,-100.1966195,-100.19661951,-100.16957723,-100.24315691,-98.79105021,-98.87499387,-298.13567567,-298.13567572,-298.15786839,-298.17402517,-297.10348004,-297.14619246,-595.35323145,-595.35323145,-595.39708818,-595.39708818,-1199.75170097,-1199.75170096,-1199.258367320379,-1199.258367324393,-3173.90526431,-3173.90526444,-3173.99412436441,-3173.99412432,-3172.99416442,-3172.99416442,-1060.0804648,-1060.08046486,-1060.168731196145,-1060.168731330186,-1059.10718076,-1059.10718109,-699.70758821,-699.70758819,-699.79152558,-699.79152558,-698.51804159,-698.51804159,-897.57393508,-897.57393508,-897.66191391,-897.66191385,-896.74252124,-896.78999537,-14.98073816,-14.98073816,-14.35812805,-14.35812805,-2581.48200867,-2581.48200823,-2581.58048763,-2581.58048786,-2580.57443656,-2580.57443663,-467.64807035,-467.64807044,-467.74458239,-467.74458241,-466.67882749,-466.72700873,-107.25896925,-107.25896899,-107.34918542,-107.34918542,-106.06697481,-106.1508782,-305.16480537,-305.164805368028,-305.26767627,-305.26767627,-304.33639048,-304.37814624,-324.541979410975,,-323.94520435,-323.945204351782,-2736.31983438,-2736.31983441,-2736.36237126,-2736.3623711,-2735.36323531,-2735.4108198,-622.48233897,-622.48234029,-622.52949305,-622.52949299,-621.46991468,-621.5180573,-262.08684397,-262.08684444,-262.13949357,-262.1394948,-260.86035804,-260.86035806,-460.00329318,-460.00329318,-460.04396296,-460.04396296,-459.11993412,-459.16153391
54,2.62837838,-5147.98943229,-5147.98943222,-5147.99145661,-5147.99145658,-920.33386952,-920.33386953,-920.27853596,-920.28020084,-199.55870467,-199.55870466,-199.36854533,-199.49349887,-0.92096715,-0.98844037,-2574.43468099,-2574.43468105,-2574.45437058,-2574.47570191,-2573.31365216,-2573.36196701,-460.59477442,-460.5947744,-460.60188066,-460.63056741,-459.40498521,-459.45341114,-100.19184028,-100.19184029,-100.17731486,-100.24414114,-98.78429263,-98.86825799,-298.13067507,-298.13067507,-298.16870451,-298.17884486,-297.10711115,-297.14988797,-595.33478895,-595.33478895,-595.39841185,-595.39841185,-1199.74424415,-1199.74424417,-1199.248925807666,-1199.248925803201,-3173.89803309,-3173.89803356,-3173.989933078858,-3173.98993329,-3172.98645036,-3172.98645039,-1060.07664361,-1060.07664379,-1060.168120498691,-1060.168120536412,-1059.10037593,-1059.1509937,-699.70988051,-699.70987932,-699.79711269,-699.79711267,-698.51095526,-698.51095534,-897.56080297,-897.56080296,-897.65119373,-897.65119373,-896.73265803,-896.7704526,-14.98104584,-14.98104583,-14.35069778,-14.35069778,-2581.4831725,-2581.48317429,-2581.58629102,-2581.58629097,-2580.56913023,-2580.56913031,-467.64968945,-467.64968957,-467.75121369,-467.75121388,-466.67323614,-466.72142851,-107.26148408,-107.26148371,-107.35674559,-107.35674559,-106.06020881,-106.14416258,-305.1648444,-305.16484440285,-305.27163918,-305.27163918,-304.33071839,-304.37244195,-324.53998602335,,-323.93796302,-323.937963031872,-2736.32145753,-2736.32145749,-2736.36494679,-2736.36494666,-2735.35571518,-2735.40328578,-622.48520448,-622.48520409,-622.53377884,-622.53377876,-621.46314247,-621.5112846,-262.09072541,-262.09072587,-262.14624239,-262.14624375,-260.85353725,-260.85353726,-460.00208793,-460.00208792,-460.04330248,-460.04330248,-459.11043225,-459.15198083
